text,label
please i feel like i'm being watched now,FOLLOWING
this area is dangerous immediately,THREAT
help i feel secure now,SAFE
quick no problem now please,SAFE
urgent i feel secure please,SAFE
urgent safety precautions for women immediately,PREVENTION
please this place feels unsafe now,THREAT
quick someone is yelling threats immediately,THREAT
i am safe now please,SAFE
i feel secure immediately,SAFE
please someone is attacking me please,EMERGENCY
help i am safe now,SAFE
i am being assaulted now,EMERGENCY
a man is walking behind me immediately,FOLLOWING
help i feel uncomfortable with someone asap,HARASSMENT
help ways to stay safe while traveling now,PREVENTION
i am safe now please,SAFE
i think someone is stalking me immediately,FOLLOWING
urgent a man is walking behind me,FOLLOWING
quick i am safe now please,SAFE
quick someone is bothering me,HARASSMENT
quick i am scared right now immediately,THREAT
i feel uncomfortable with someone immediately,HARASSMENT
help someone is bothering me immediately,HARASSMENT
urgent i am scared right now immediately,THREAT
please i feel threatened asap,THREAT
help i feel uncomfortable with someone immediately,HARASSMENT
help how to stay safe at night immediately,PREVENTION
everything is okay asap,SAFE
quick i feel uncomfortable with someone now,HARASSMENT
please how to stay safe at night now,PREVENTION
i feel threatened now,THREAT
i am scared right now,THREAT
help how to stay safe at night asap,PREVENTION
please i am in danger now,EMERGENCY
help i feel like i'm being watched,FOLLOWING
please i am safe now asap,SAFE
someone is harassing me please,HARASSMENT
please someone is following me now,FOLLOWING
help someone broke into my house,EMERGENCY
quick someone is yelling threats immediately,THREAT
urgent how to stay safe at night asap,PREVENTION
urgent someone is yelling threats immediately,THREAT
urgent no problem now asap,SAFE
quick i am scared right now immediately,THREAT
please how to stay safe at night,PREVENTION
help i feel uncomfortable with someone please,HARASSMENT
quick help me please immediately,EMERGENCY
i am getting inappropriate comments please,HARASSMENT
quick i am safe now immediately,SAFE
help this area is dangerous immediately,THREAT
please a man is walking behind me now,FOLLOWING
please this place feels unsafe,THREAT
help me please immediately,EMERGENCY
quick this place feels unsafe immediately,THREAT
please i feel like i'm being watched,FOLLOWING
no problem now please,SAFE
please help me please,EMERGENCY
help i am getting inappropriate comments,HARASSMENT
help i think someone is stalking me please,FOLLOWING
please i think someone is stalking me asap,FOLLOWING
help a man is walking behind me now,FOLLOWING
quick safety precautions for women asap,PREVENTION
urgent someone is bothering me now,HARASSMENT
i feel secure,SAFE
i reached home safely asap,SAFE
i feel threatened now,THREAT
help i think someone is stalking me,FOLLOWING
urgent someone is harassing me,HARASSMENT
help i feel threatened please,THREAT
urgent i feel secure now,SAFE
how can i protect myself please,PREVENTION
help i am scared right now immediately,THREAT
please no problem now now,SAFE
help give me safety tips,PREVENTION
help how to stay safe at night immediately,PREVENTION
please give me safety tips asap,PREVENTION
quick i am in danger immediately,EMERGENCY
please i think someone is stalking me immediately,FOLLOWING
someone is attacking me please,EMERGENCY
urgent someone is bothering me now,HARASSMENT
urgent he is abusing me asap,HARASSMENT
someone is harassing me please,HARASSMENT
someone is attacking me now,EMERGENCY
i am getting inappropriate comments please,HARASSMENT
i am getting inappropriate comments asap,HARASSMENT
please i am safe now now,SAFE
quick how can i protect myself please,PREVENTION
please a man is walking behind me,FOLLOWING
urgent give me safety tips asap,PREVENTION
help no problem now,SAFE
please someone is harassing me please,HARASSMENT
please someone is yelling threats asap,THREAT
please how to stay safe at night immediately,PREVENTION
please this area is dangerous please,THREAT
urgent safety precautions for women asap,PREVENTION
quick someone is following me please,FOLLOWING
quick this place feels unsafe now,THREAT
urgent everything is okay asap,SAFE
quick i am scared right now,THREAT
help give me safety tips asap,PREVENTION
help me please please,EMERGENCY
help a man is walking behind me asap,FOLLOWING
quick how can i protect myself,PREVENTION
help how to stay safe at night now,PREVENTION
urgent i feel secure immediately,SAFE
help this place feels unsafe,THREAT
please someone is yelling threats asap,THREAT
i am safe now now,SAFE
please someone is attacking me asap,EMERGENCY
quick i am getting inappropriate comments,HARASSMENT
help someone is bothering me immediately,HARASSMENT
help i feel threatened,THREAT
someone is yelling threats immediately,THREAT
urgent someone is following me immediately,FOLLOWING
please safety precautions for women,PREVENTION
please help me please asap,EMERGENCY
urgent i am in danger asap,EMERGENCY
urgent give me safety tips please,PREVENTION
please i reached home safely please,SAFE
please ways to stay safe while traveling now,PREVENTION
quick i think someone is stalking me immediately,FOLLOWING
he is abusing me,HARASSMENT
quick i feel like i'm being watched now,FOLLOWING
urgent ways to stay safe while traveling now,PREVENTION
help someone is following me now,FOLLOWING
urgent i feel threatened now,THREAT
urgent someone broke into my house,EMERGENCY
please i feel like i'm being watched,FOLLOWING
someone broke into my house now,EMERGENCY
i am safe now asap,SAFE
please everything is okay immediately,SAFE
urgent i am in danger asap,EMERGENCY
urgent i feel uncomfortable with someone please,HARASSMENT
quick i feel like i'm being watched now,FOLLOWING
help he is abusing me now,HARASSMENT
help this area is dangerous please,THREAT
please this place feels unsafe,THREAT
please how to stay safe at night immediately,PREVENTION
please i reached home safely,SAFE
urgent someone is chasing me immediately,FOLLOWING
quick give me safety tips please,PREVENTION
i think someone is stalking me,FOLLOWING
urgent give me safety tips immediately,PREVENTION
urgent someone is chasing me now,FOLLOWING
help help me please asap,EMERGENCY
please i feel secure asap,SAFE
urgent i feel uncomfortable with someone now,HARASSMENT
quick how to stay safe at night immediately,PREVENTION
please give me safety tips,PREVENTION
help i reached home safely please,SAFE
please i am in danger please,EMERGENCY
this area is dangerous asap,THREAT
please safety precautions for women asap,PREVENTION
urgent give me safety tips please,PREVENTION
please i am getting inappropriate comments please,HARASSMENT
please no problem now now,SAFE
i am getting inappropriate comments immediately,HARASSMENT
urgent i am in danger,EMERGENCY
quick i am in danger,EMERGENCY
quick someone is following me,FOLLOWING
urgent i am in danger please,EMERGENCY
quick someone is harassing me,HARASSMENT
urgent he is abusing me immediately,HARASSMENT
no problem now please,SAFE
help someone is harassing me,HARASSMENT
please ways to stay safe while traveling please,PREVENTION
urgent i reached home safely asap,SAFE
someone is harassing me immediately,HARASSMENT
help i feel like i'm being watched asap,FOLLOWING
urgent ways to stay safe while traveling please,PREVENTION
urgent ways to stay safe while traveling asap,PREVENTION
help i am being assaulted please,EMERGENCY
quick i am safe now,SAFE
help give me safety tips please,PREVENTION
quick someone is attacking me please,EMERGENCY
please how to stay safe at night asap,PREVENTION
please this place feels unsafe immediately,THREAT
help someone broke into my house please,EMERGENCY
urgent someone is chasing me immediately,FOLLOWING
someone broke into my house now,EMERGENCY
urgent he is abusing me,HARASSMENT
quick this area is dangerous now,THREAT
help how to stay safe at night please,PREVENTION
urgent this place feels unsafe immediately,THREAT
help this area is dangerous now,THREAT
i reached home safely asap,SAFE
please give me safety tips please,PREVENTION
help i reached home safely,SAFE
how to stay safe at night,PREVENTION
urgent help me please please,EMERGENCY
urgent i think someone is stalking me now,FOLLOWING
safety precautions for women,PREVENTION
please a man is walking behind me now,FOLLOWING
please he is abusing me immediately,HARASSMENT
help someone is following me please,FOLLOWING
quick i think someone is stalking me,FOLLOWING
urgent help me please now,EMERGENCY
quick safety precautions for women please,PREVENTION
urgent no problem now,SAFE
please someone is yelling threats,THREAT
how can i protect myself immediately,PREVENTION
urgent give me safety tips asap,PREVENTION
urgent someone is following me,FOLLOWING
someone is bothering me asap,HARASSMENT
quick i am being assaulted immediately,EMERGENCY
help i feel secure,SAFE
please someone is chasing me,FOLLOWING
help me please immediately,EMERGENCY
please someone is bothering me immediately,HARASSMENT
please i am scared right now please,THREAT
please someone broke into my house now,EMERGENCY
quick someone is following me,FOLLOWING
help i am being assaulted please,EMERGENCY
quick someone is bothering me asap,HARASSMENT
help someone is yelling threats immediately,THREAT
urgent someone is chasing me now,FOLLOWING
help i think someone is stalking me now,FOLLOWING
i think someone is stalking me immediately,FOLLOWING
he is abusing me asap,HARASSMENT
urgent how to stay safe at night immediately,PREVENTION
urgent i feel secure please,SAFE
safety precautions for women asap,PREVENTION
someone is chasing me,FOLLOWING
someone is harassing me asap,HARASSMENT
urgent safety precautions for women now,PREVENTION
how can i protect myself immediately,PREVENTION
quick i am being assaulted immediately,EMERGENCY
this place feels unsafe,THREAT
help i am scared right now please,THREAT
quick no problem now now,SAFE
urgent a man is walking behind me,FOLLOWING
please i think someone is stalking me,FOLLOWING
urgent i am in danger,EMERGENCY
i feel threatened asap,THREAT
urgent i reached home safely asap,SAFE
urgent i feel secure asap,SAFE
please someone is yelling threats immediately,THREAT
quick i am safe now asap,SAFE
quick how can i protect myself immediately,PREVENTION
help i am scared right now immediately,THREAT
urgent someone is attacking me,EMERGENCY
quick no problem now,SAFE
please i think someone is stalking me asap,FOLLOWING
everything is okay now,SAFE
urgent everything is okay please,SAFE
quick i feel like i'm being watched asap,FOLLOWING
please a man is walking behind me please,FOLLOWING
i am safe now immediately,SAFE
urgent i feel threatened please,THREAT
someone is harassing me please,HARASSMENT
i feel like i'm being watched,FOLLOWING
help everything is okay please,SAFE
help i feel like i'm being watched immediately,FOLLOWING
please someone is chasing me immediately,FOLLOWING
please i think someone is stalking me,FOLLOWING
quick safety precautions for women asap,PREVENTION
urgent no problem now please,SAFE
i reached home safely,SAFE
i feel secure immediately,SAFE
this area is dangerous please,THREAT
urgent someone is attacking me please,EMERGENCY
help i reached home safely,SAFE
this place feels unsafe asap,THREAT
help someone is following me asap,FOLLOWING
quick someone is chasing me now,FOLLOWING
urgent everything is okay asap,SAFE
please safety precautions for women asap,PREVENTION
quick i feel like i'm being watched asap,FOLLOWING
please someone is chasing me immediately,FOLLOWING
someone broke into my house,EMERGENCY
this area is dangerous immediately,THREAT
help help me please immediately,EMERGENCY
help i reached home safely asap,SAFE
help i think someone is stalking me immediately,FOLLOWING
quick i feel secure now,SAFE
help ways to stay safe while traveling please,PREVENTION
help i feel threatened immediately,THREAT
urgent i am scared right now,THREAT
quick i am being assaulted please,EMERGENCY
urgent everything is okay please,SAFE
i think someone is stalking me now,FOLLOWING
help how to stay safe at night immediately,PREVENTION
urgent i am getting inappropriate comments immediately,HARASSMENT
quick someone is harassing me now,HARASSMENT
i am getting inappropriate comments please,HARASSMENT
a man is walking behind me asap,FOLLOWING
quick someone is bothering me asap,HARASSMENT
this place feels unsafe now,THREAT
please someone is yelling threats,THREAT
i am safe now asap,SAFE
please give me safety tips please,PREVENTION
i feel threatened now,THREAT
quick i am in danger immediately,EMERGENCY
urgent i am getting inappropriate comments please,HARASSMENT
urgent someone broke into my house,EMERGENCY
please someone is bothering me,HARASSMENT
i feel uncomfortable with someone now,HARASSMENT
please someone is chasing me please,FOLLOWING
he is abusing me please,HARASSMENT
quick this area is dangerous please,THREAT
i reached home safely immediately,SAFE
quick i feel threatened asap,THREAT
please someone is yelling threats please,THREAT
i think someone is stalking me immediately,FOLLOWING
how can i protect myself please,PREVENTION
urgent everything is okay,SAFE
urgent this area is dangerous asap,THREAT
urgent i feel threatened now,THREAT
please a man is walking behind me immediately,FOLLOWING
ways to stay safe while traveling please,PREVENTION
quick i feel uncomfortable with someone immediately,HARASSMENT
urgent ways to stay safe while traveling asap,PREVENTION
help i reached home safely asap,SAFE
help help me please,EMERGENCY
quick i feel like i'm being watched now,FOLLOWING
urgent someone is harassing me,HARASSMENT
give me safety tips now,PREVENTION
urgent someone is harassing me,HARASSMENT
urgent someone is harassing me please,HARASSMENT
urgent someone broke into my house now,EMERGENCY
please i think someone is stalking me asap,FOLLOWING
help someone is chasing me asap,FOLLOWING
please someone is following me now,FOLLOWING
quick i reached home safely asap,SAFE
someone is chasing me please,FOLLOWING
quick someone broke into my house,EMERGENCY
urgent i feel uncomfortable with someone please,HARASSMENT
urgent this place feels unsafe,THREAT
how to stay safe at night,PREVENTION
help i am being assaulted immediately,EMERGENCY
quick someone is harassing me immediately,HARASSMENT
please he is abusing me immediately,HARASSMENT
quick no problem now,SAFE
help i feel threatened please,THREAT
quick someone is chasing me asap,FOLLOWING
someone is chasing me now,FOLLOWING
safety precautions for women,PREVENTION
please someone is bothering me please,HARASSMENT
help i am being assaulted,EMERGENCY
no problem now,SAFE
help someone broke into my house immediately,EMERGENCY
he is abusing me please,HARASSMENT
please someone is chasing me asap,FOLLOWING
i am scared right now immediately,THREAT
i am safe now now,SAFE
help give me safety tips,PREVENTION
help everything is okay asap,SAFE
urgent someone is following me please,FOLLOWING
someone broke into my house,EMERGENCY
urgent give me safety tips asap,PREVENTION
help me please please,EMERGENCY
quick give me safety tips immediately,PREVENTION
urgent no problem now now,SAFE
please i am getting inappropriate comments immediately,HARASSMENT
please i feel uncomfortable with someone please,HARASSMENT
please this place feels unsafe asap,THREAT
help this area is dangerous asap,THREAT
give me safety tips now,PREVENTION
quick i am getting inappropriate comments,HARASSMENT
please i am being assaulted immediately,EMERGENCY
help a man is walking behind me now,FOLLOWING
please a man is walking behind me immediately,FOLLOWING
help i am safe now now,SAFE
i am safe now,SAFE
please someone is harassing me now,HARASSMENT
urgent no problem now,SAFE
urgent give me safety tips,PREVENTION
quick someone is yelling threats please,THREAT
quick i am in danger immediately,EMERGENCY
someone is following me asap,FOLLOWING
how to stay safe at night immediately,PREVENTION
please help me please please,EMERGENCY
urgent everything is okay please,SAFE
please how can i protect myself now,PREVENTION
quick someone is chasing me please,FOLLOWING
please someone is attacking me,EMERGENCY
help i am getting inappropriate comments,HARASSMENT
help ways to stay safe while traveling immediately,PREVENTION
urgent i think someone is stalking me now,FOLLOWING
urgent i think someone is stalking me immediately,FOLLOWING
urgent i am getting inappropriate comments immediately,HARASSMENT
someone is attacking me immediately,EMERGENCY
please i reached home safely immediately,SAFE
someone is following me immediately,FOLLOWING
help someone is harassing me now,HARASSMENT
quick i feel threatened please,THREAT
someone is bothering me asap,HARASSMENT
help no problem now,SAFE
how to stay safe at night immediately,PREVENTION
give me safety tips asap,PREVENTION
please everything is okay please,SAFE
quick everything is okay immediately,SAFE
please someone is chasing me immediately,FOLLOWING
please i feel threatened asap,THREAT
help i reached home safely,SAFE
help i am being assaulted now,EMERGENCY
quick someone is chasing me,FOLLOWING
help safety precautions for women asap,PREVENTION
quick i think someone is stalking me immediately,FOLLOWING
someone is yelling threats now,THREAT
help i reached home safely now,SAFE
urgent help me please please,EMERGENCY
someone is following me immediately,FOLLOWING
someone is yelling threats,THREAT
quick someone broke into my house asap,EMERGENCY
someone is bothering me immediately,HARASSMENT
please someone is attacking me now,EMERGENCY
how to stay safe at night,PREVENTION
quick help me please,EMERGENCY
urgent safety precautions for women immediately,PREVENTION
urgent how to stay safe at night please,PREVENTION
help i feel like i'm being watched,FOLLOWING
urgent this area is dangerous please,THREAT
help i am in danger please,EMERGENCY
please i think someone is stalking me asap,FOLLOWING
safety precautions for women now,PREVENTION
quick no problem now please,SAFE
help everything is okay asap,SAFE
quick someone is yelling threats asap,THREAT
help i am getting inappropriate comments asap,HARASSMENT
help someone is harassing me please,HARASSMENT
urgent someone is chasing me asap,FOLLOWING
ways to stay safe while traveling please,PREVENTION
urgent i feel like i'm being watched immediately,FOLLOWING
help i am safe now,SAFE
he is abusing me asap,HARASSMENT
urgent he is abusing me,HARASSMENT
i am getting inappropriate comments immediately,HARASSMENT
please this area is dangerous please,THREAT
urgent someone is attacking me please,EMERGENCY
help this area is dangerous immediately,THREAT
someone is chasing me asap,FOLLOWING
please someone is following me,FOLLOWING
quick someone is attacking me asap,EMERGENCY
quick i feel uncomfortable with someone asap,HARASSMENT
i feel threatened asap,THREAT
please safety precautions for women asap,PREVENTION
please someone is attacking me asap,EMERGENCY
urgent he is abusing me,HARASSMENT
urgent someone is following me please,FOLLOWING
someone is chasing me immediately,FOLLOWING
help i feel threatened,THREAT
urgent i am scared right now immediately,THREAT
i am scared right now asap,THREAT
please someone is harassing me immediately,HARASSMENT
urgent i am safe now asap,SAFE
urgent someone is following me,FOLLOWING
i am being assaulted please,EMERGENCY
help this place feels unsafe now,THREAT
how can i protect myself immediately,PREVENTION
please this place feels unsafe asap,THREAT
quick how to stay safe at night now,PREVENTION
urgent everything is okay please,SAFE
i think someone is stalking me asap,FOLLOWING
urgent someone is chasing me asap,FOLLOWING
help someone is attacking me,EMERGENCY
someone is yelling threats immediately,THREAT
quick i am scared right now please,THREAT
urgent i am in danger now,EMERGENCY
please a man is walking behind me please,FOLLOWING
quick help me please please,EMERGENCY
please this place feels unsafe,THREAT
quick this place feels unsafe now,THREAT
how to stay safe at night,PREVENTION
i am safe now,SAFE
quick someone is following me,FOLLOWING
quick help me please please,EMERGENCY
help i am scared right now asap,THREAT
help i am safe now immediately,SAFE
help someone is bothering me now,HARASSMENT
help how to stay safe at night now,PREVENTION
please someone is yelling threats now,THREAT
please someone is bothering me please,HARASSMENT
quick someone is following me now,FOLLOWING
someone is attacking me,EMERGENCY
help i feel threatened asap,THREAT
please this area is dangerous,THREAT
quick i am being assaulted now,EMERGENCY
urgent a man is walking behind me please,FOLLOWING
urgent i feel threatened please,THREAT
help i am safe now immediately,SAFE
please safety precautions for women asap,PREVENTION
help me please immediately,EMERGENCY
quick everything is okay please,SAFE
someone is harassing me please,HARASSMENT
urgent safety precautions for women now,PREVENTION
help no problem now now,SAFE
quick i feel uncomfortable with someone asap,HARASSMENT
quick i am in danger immediately,EMERGENCY
urgent someone is harassing me,HARASSMENT
urgent i reached home safely please,SAFE
urgent someone broke into my house please,EMERGENCY
quick how to stay safe at night now,PREVENTION
please someone is harassing me please,HARASSMENT
someone is bothering me now,HARASSMENT
quick this place feels unsafe asap,THREAT
urgent how can i protect myself asap,PREVENTION
please i am getting inappropriate comments,HARASSMENT
please someone is yelling threats,THREAT
i feel threatened immediately,THREAT
quick someone is attacking me immediately,EMERGENCY
quick i am in danger,EMERGENCY
help someone is chasing me,FOLLOWING
help i feel threatened asap,THREAT
i am in danger asap,EMERGENCY
quick i reached home safely please,SAFE
quick someone is harassing me please,HARASSMENT
help how to stay safe at night,PREVENTION
a man is walking behind me,FOLLOWING
please he is abusing me please,HARASSMENT
no problem now,SAFE
please someone is chasing me,FOLLOWING
quick someone is bothering me,HARASSMENT
please how to stay safe at night,PREVENTION
please someone is following me now,FOLLOWING
please how to stay safe at night now,PREVENTION
please i feel uncomfortable with someone now,HARASSMENT
i feel secure immediately,SAFE
help help me please now,EMERGENCY
help safety precautions for women immediately,PREVENTION
help someone is bothering me please,HARASSMENT
help give me safety tips asap,PREVENTION
please this place feels unsafe,THREAT
i feel like i'm being watched asap,FOLLOWING
please i feel secure immediately,SAFE
help i reached home safely,SAFE
please someone is following me now,FOLLOWING
quick how to stay safe at night now,PREVENTION
quick i am scared right now now,THREAT
urgent i feel like i'm being watched,FOLLOWING
urgent someone broke into my house,EMERGENCY
please i am in danger immediately,EMERGENCY
he is abusing me immediately,HARASSMENT
quick a man is walking behind me now,FOLLOWING
quick i feel secure immediately,SAFE
help i feel secure,SAFE
how to stay safe at night immediately,PREVENTION
i feel uncomfortable with someone please,HARASSMENT
help me please now,EMERGENCY
i reached home safely,SAFE
please someone is attacking me please,EMERGENCY
quick this area is dangerous asap,THREAT
please someone is bothering me immediately,HARASSMENT
please he is abusing me now,HARASSMENT
quick i am getting inappropriate comments now,HARASSMENT
quick someone is bothering me please,HARASSMENT
please this area is dangerous please,THREAT
i think someone is stalking me immediately,FOLLOWING
urgent this area is dangerous,THREAT
quick someone is following me asap,FOLLOWING
help i am in danger now,EMERGENCY
urgent someone is following me immediately,FOLLOWING
urgent someone is attacking me immediately,EMERGENCY
quick i am getting inappropriate comments please,HARASSMENT
please i feel threatened,THREAT
someone is chasing me now,FOLLOWING
help ways to stay safe while traveling immediately,PREVENTION
i reached home safely immediately,SAFE
quick i am being assaulted,EMERGENCY
urgent i am in danger now,EMERGENCY
i think someone is stalking me asap,FOLLOWING
quick i feel uncomfortable with someone immediately,HARASSMENT
urgent i am in danger now,EMERGENCY
quick i am in danger please,EMERGENCY
please someone is chasing me asap,FOLLOWING
safety precautions for women please,PREVENTION
please someone is chasing me immediately,FOLLOWING
i feel threatened now,THREAT
help safety precautions for women now,PREVENTION
i reached home safely immediately,SAFE
please i am getting inappropriate comments asap,HARASSMENT
please someone is attacking me please,EMERGENCY
i am in danger please,EMERGENCY
quick i am safe now now,SAFE
quick someone broke into my house asap,EMERGENCY
urgent someone is chasing me asap,FOLLOWING
help how to stay safe at night immediately,PREVENTION
quick help me please,EMERGENCY
help ways to stay safe while traveling immediately,PREVENTION
i am scared right now please,THREAT
please i am scared right now,THREAT
this place feels unsafe please,THREAT
help i am getting inappropriate comments now,HARASSMENT
please someone is following me please,FOLLOWING
help this place feels unsafe now,THREAT
please this place feels unsafe now,THREAT
i am getting inappropriate comments,HARASSMENT
help me please immediately,EMERGENCY
help i am being assaulted,EMERGENCY
quick i am scared right now asap,THREAT
urgent give me safety tips immediately,PREVENTION
help someone broke into my house now,EMERGENCY
please i think someone is stalking me please,FOLLOWING
help someone is bothering me,HARASSMENT
please i feel threatened now,THREAT
quick i feel secure please,SAFE
i feel secure now,SAFE
quick a man is walking behind me asap,FOLLOWING
urgent ways to stay safe while traveling asap,PREVENTION
please give me safety tips immediately,PREVENTION
someone is following me now,FOLLOWING
please someone is attacking me,EMERGENCY
i feel like i'm being watched now,FOLLOWING
please how can i protect myself please,PREVENTION
urgent he is abusing me asap,HARASSMENT
urgent i feel secure,SAFE
help i feel uncomfortable with someone,HARASSMENT
please i feel secure,SAFE
everything is okay asap,SAFE
help someone is yelling threats,THREAT
help i feel uncomfortable with someone please,HARASSMENT
please i think someone is stalking me now,FOLLOWING
urgent ways to stay safe while traveling immediately,PREVENTION
i feel threatened asap,THREAT
everything is okay now,SAFE
please how can i protect myself immediately,PREVENTION
please give me safety tips,PREVENTION
quick someone is following me immediately,FOLLOWING
help i am in danger,EMERGENCY
please i am being assaulted,EMERGENCY
urgent someone is following me now,FOLLOWING
help safety precautions for women immediately,PREVENTION
quick i am getting inappropriate comments please,HARASSMENT
i feel secure,SAFE
urgent someone is yelling threats please,THREAT
everything is okay immediately,SAFE
urgent i feel threatened immediately,THREAT
quick how to stay safe at night,PREVENTION
urgent help me please please,EMERGENCY
quick someone is yelling threats now,THREAT
someone is attacking me asap,EMERGENCY
quick a man is walking behind me asap,FOLLOWING
quick i feel threatened asap,THREAT
urgent how to stay safe at night asap,PREVENTION
someone is harassing me please,HARASSMENT
urgent i am being assaulted immediately,EMERGENCY
please i am getting inappropriate comments,HARASSMENT
please a man is walking behind me now,FOLLOWING
this area is dangerous please,THREAT
quick someone is chasing me now,FOLLOWING
please safety precautions for women now,PREVENTION
urgent everything is okay,SAFE
quick someone is attacking me asap,EMERGENCY
i am safe now please,SAFE
help someone is harassing me now,HARASSMENT
help give me safety tips now,PREVENTION
someone is yelling threats please,THREAT
quick i am getting inappropriate comments asap,HARASSMENT
please i feel secure asap,SAFE
please someone broke into my house asap,EMERGENCY
urgent i feel threatened now,THREAT
help i think someone is stalking me immediately,FOLLOWING
please i think someone is stalking me immediately,FOLLOWING
please someone broke into my house please,EMERGENCY
urgent this area is dangerous,THREAT
urgent i feel secure please,SAFE
quick safety precautions for women immediately,PREVENTION
please i feel like i'm being watched now,FOLLOWING
i feel secure asap,SAFE
quick safety precautions for women immediately,PREVENTION
please how can i protect myself asap,PREVENTION
urgent how can i protect myself now,PREVENTION
please i reached home safely asap,SAFE
help he is abusing me,HARASSMENT
help ways to stay safe while traveling now,PREVENTION
help safety precautions for women asap,PREVENTION
urgent this place feels unsafe asap,THREAT
please someone is harassing me,HARASSMENT
please someone broke into my house now,EMERGENCY
safety precautions for women,PREVENTION
help someone is attacking me,EMERGENCY
help this place feels unsafe,THREAT
please i am in danger,EMERGENCY
i am in danger now,EMERGENCY
help i am in danger now,EMERGENCY
quick how can i protect myself now,PREVENTION
someone is bothering me immediately,HARASSMENT
i am in danger now,EMERGENCY
someone broke into my house,EMERGENCY
help no problem now immediately,SAFE
i am in danger immediately,EMERGENCY
quick i feel uncomfortable with someone asap,HARASSMENT
please safety precautions for women,PREVENTION
help someone is following me now,FOLLOWING
help he is abusing me please,HARASSMENT
help i feel uncomfortable with someone asap,HARASSMENT
urgent a man is walking behind me please,FOLLOWING
please i am being assaulted asap,EMERGENCY
give me safety tips asap,PREVENTION
quick everything is okay,SAFE
urgent i reached home safely now,SAFE
quick how can i protect myself immediately,PREVENTION
help someone is attacking me,EMERGENCY
please i feel secure immediately,SAFE
please he is abusing me immediately,HARASSMENT
quick someone is harassing me immediately,HARASSMENT
please everything is okay please,SAFE
help this place feels unsafe please,THREAT
help a man is walking behind me please,FOLLOWING
urgent no problem now now,SAFE
quick how to stay safe at night now,PREVENTION
help someone is bothering me now,HARASSMENT
i feel threatened immediately,THREAT
help give me safety tips immediately,PREVENTION
i think someone is stalking me now,FOLLOWING
quick no problem now immediately,SAFE
help i feel secure immediately,SAFE
urgent i feel uncomfortable with someone immediately,HARASSMENT
help i am being assaulted asap,EMERGENCY
please help me please immediately,EMERGENCY
quick someone is chasing me please,FOLLOWING
urgent safety precautions for women,PREVENTION
help someone broke into my house immediately,EMERGENCY
give me safety tips asap,PREVENTION
please ways to stay safe while traveling please,PREVENTION
quick how to stay safe at night please,PREVENTION
help someone is harassing me immediately,HARASSMENT
someone is attacking me immediately,EMERGENCY
urgent i feel like i'm being watched now,FOLLOWING
a man is walking behind me immediately,FOLLOWING
i am scared right now immediately,THREAT
please i am in danger immediately,EMERGENCY
quick a man is walking behind me,FOLLOWING
someone is bothering me asap,HARASSMENT
help safety precautions for women asap,PREVENTION
please i feel threatened please,THREAT
i reached home safely asap,SAFE
please i am being assaulted asap,EMERGENCY
help how to stay safe at night now,PREVENTION
no problem now asap,SAFE
urgent i think someone is stalking me,FOLLOWING
please someone is following me immediately,FOLLOWING
help someone is harassing me now,HARASSMENT
please how to stay safe at night asap,PREVENTION
help someone is harassing me,HARASSMENT
help give me safety tips immediately,PREVENTION
help i am scared right now asap,THREAT
someone is bothering me please,HARASSMENT
urgent someone broke into my house immediately,EMERGENCY
quick i think someone is stalking me please,FOLLOWING
help i think someone is stalking me immediately,FOLLOWING
a man is walking behind me please,FOLLOWING
quick someone broke into my house asap,EMERGENCY
please safety precautions for women now,PREVENTION
quick everything is okay immediately,SAFE
help i think someone is stalking me,FOLLOWING
urgent someone broke into my house asap,EMERGENCY
urgent this area is dangerous immediately,THREAT
this area is dangerous now,THREAT
help safety precautions for women now,PREVENTION
safety precautions for women please,PREVENTION
please this place feels unsafe please,THREAT
quick i feel secure please,SAFE
urgent a man is walking behind me immediately,FOLLOWING
please a man is walking behind me please,FOLLOWING
please i am being assaulted,EMERGENCY
someone is attacking me immediately,EMERGENCY
quick a man is walking behind me,FOLLOWING
help i am safe now now,SAFE
help safety precautions for women,PREVENTION
this place feels unsafe now,THREAT
please safety precautions for women asap,PREVENTION
urgent i reached home safely,SAFE
i am getting inappropriate comments immediately,HARASSMENT
how can i protect myself immediately,PREVENTION
help someone is yelling threats,THREAT
he is abusing me,HARASSMENT
i think someone is stalking me immediately,FOLLOWING
ways to stay safe while traveling immediately,PREVENTION
this area is dangerous now,THREAT
quick i feel uncomfortable with someone,HARASSMENT
urgent i am safe now immediately,SAFE
quick i think someone is stalking me asap,FOLLOWING
please how can i protect myself,PREVENTION
please safety precautions for women immediately,PREVENTION
urgent i am being assaulted please,EMERGENCY
a man is walking behind me please,FOLLOWING
quick someone is bothering me please,HARASSMENT
someone is following me immediately,FOLLOWING
i feel like i'm being watched please,FOLLOWING
please this area is dangerous now,THREAT
no problem now please,SAFE
please i am in danger please,EMERGENCY
urgent someone is following me please,FOLLOWING
help i feel like i'm being watched asap,FOLLOWING
quick someone is attacking me,EMERGENCY
help ways to stay safe while traveling asap,PREVENTION
i am safe now asap,SAFE
urgent i am getting inappropriate comments,HARASSMENT
this place feels unsafe now,THREAT
quick a man is walking behind me,FOLLOWING
this place feels unsafe,THREAT
i feel uncomfortable with someone,HARASSMENT
how to stay safe at night immediately,PREVENTION
quick i am in danger,EMERGENCY
